po_id,supplier,order_date,delivery_date,item_category,order_status,quantity,unit_price,negotiated_price,defective_units,compliance,lead_time_days,total_cost,negotiated_total_cost,cost_savings,defect_rate,status_score,status_risk,compliance_score,compliance_risk,risk_score,risk_level
po-00403,beta_supplies,2022-10-06,2022-10-21,electronics,cancelled,1754,89.35,86.54,161.0,no,15,156719.9,151791.16,4928.739999999991,9.179019384264537,0.0,100.0,0,100,51.50370581527936,High
po-00404,epsilon_group,2022-10-16,2022-11-04,electronics,delivered,210,22.17,21.32,10.0,yes,19,4655.700000000001,4477.2,178.5000000000009,4.761904761904762,1.0,0.0,1,0,6.178571428571429,Low
po-00405,delta_logistics,2023-09-12,2023-10-02,mro,delivered,1653,102.16,91.91,217.0,yes,20,168870.47999999998,151927.22999999998,16943.25,13.127646702964308,1.0,0.0,1,0,8.938294010889292,Low
po-00406,alpha_inc,2022-08-04,2022-08-15,mro,partially delivered,850,91.38,88.41,24.0,yes,11,77673.0,75148.5,2524.5,2.823529411764706,0.5,50.0,1,0,16.097058823529412,Medium
po-00407,epsilon_group,2022-12-18,2022-12-21,raw materials,delivered,447,59.81,57.92,13.0,yes,3,26735.07,25890.24,844.8299999999981,2.9082774049217,1.0,0.0,1,0,1.62248322147651,Low
po-00408,gamma_co,2022-07-28,2022-08-07,office supplies,delivered,1350,65.11,56.95,71.0,yes,10,87898.5,76882.5,11016.0,5.2592592592592595,1.0,0.0,1,0,4.0777777777777775,Low
po-00409,beta_supplies,2023-12-05,2023-12-24,office supplies,delivered,865,51.19,47.76,83.0,yes,19,44279.35,41312.4,2966.949999999997,9.595375722543352,1.0,0.0,1,0,7.628612716763005,Low
po-00410,alpha_inc,2023-10-12,2023-10-29,mro,delivered,1989,16.5,15.89,57.0,yes,17,32818.5,31605.210000000003,1213.2899999999972,2.865761689291101,1.0,0.0,1,0,5.10972850678733,Low
po-00411,alpha_inc,2022-09-28,2022-10-13,office supplies,delivered,1577,41.77,39.58,32.0,yes,15,65871.29000000001,62417.659999999996,3453.630000000012,2.029169308814204,1.0,0.0,1,0,4.358750792644261,Low
po-00412,gamma_co,2023-06-02,2023-06-04,packaging,pending,1969,89.25,87.28,108.0,no,2,175733.25,171854.32,3878.929999999993,5.485017775520569,0.3,70.0,0,100,39.64550533265617,High
po-00413,beta_supplies,2023-05-16,2023-05-26,packaging,partially delivered,1465,11.25,9.61,151.0,yes,10,16481.25,14078.65,2402.6000000000004,10.30716723549488,0.5,50.0,1,0,18.092150170648466,Medium
po-00414,delta_logistics,2022-09-15,2022-09-18,packaging,pending,1208,41.62,39.46,0.0,yes,3,50276.96,47667.68,2609.279999999999,0.0,0.3,70.0,1,0,18.25,Medium
po-00415,beta_supplies,2022-02-22,2022-03-11,raw materials,delivered,1268,46.06,45.26,123.0,yes,17,58404.08,57389.68,1014.4000000000015,9.700315457413248,1.0,0.0,1,0,7.160094637223974,Low
po-00416,delta_logistics,2022-04-05,2022-04-24,office supplies,delivered,450,59.24,55.03,68.0,no,19,26658.0,24763.5,1894.5,15.11111111111111,1.0,0.0,0,100,29.28333333333333,High
po-00417,gamma_co,2023-10-12,2023-10-14,electronics,partially delivered,689,102.53,95.23,38.0,yes,2,70643.17,65613.47,5029.699999999997,5.515239477503629,0.5,50.0,1,0,14.654571843251087,Medium
po-00418,gamma_co,2023-03-10,2023-03-29,mro,delivered,1106,44.05,38.6,51.0,yes,19,48719.299999999996,42691.6,6027.699999999997,4.61121157323689,1.0,0.0,1,0,6.133363471971067,Low
po-00419,alpha_inc,2022-10-11,2022-10-22,office supplies,delivered,737,43.08,42.58,21.0,yes,11,31749.96,31381.46,368.5,2.8493894165535956,1.0,0.0,1,0,3.6048168249660786,Low
po-00420,alpha_inc,2022-02-15,2022-03-04,raw materials,delivered,509,76.76,74.72,7.0,no,17,39070.840000000004,38032.479999999996,1038.3600000000079,1.37524557956778,1.0,0.0,0,100,24.662573673870334,Medium
po-00421,alpha_inc,2022-01-04,2022-01-06,electronics,delivered,1004,50.7,46.59,27.0,yes,2,50902.8,46776.36,4126.440000000002,2.689243027888446,1.0,0.0,1,0,1.3067729083665338,Low
po-00422,gamma_co,2022-12-08,2022-12-19,mro,pending,1956,31.88,28.48,86.0,yes,11,62357.28,55706.88,6650.4000000000015,4.396728016359918,0.3,70.0,1,0,21.569018404907975,Medium
po-00423,delta_logistics,2022-05-14,2022-02-13,electronics,delivered,519,51.73,47.52,81.0,no,-90,26847.87,24662.88,2184.989999999998,15.606936416184972,1.0,0.0,0,100,2.182080924855491,Low
po-00424,gamma_co,2023-10-15,2023-10-21,mro,partially delivered,1448,25.06,21.62,84.0,yes,6,36286.88,31305.760000000002,4981.119999999995,5.801104972375691,0.5,50.0,1,0,15.740331491712707,Medium
po-00425,gamma_co,2022-09-26,2022-10-11,packaging,delivered,1095,26.91,23.75,53.0,yes,15,29466.45,26006.25,3460.2000000000007,4.840182648401827,1.0,0.0,1,0,5.2020547945205475,Low
po-00426,alpha_inc,2022-06-15,2022-02-13,mro,delivered,799,56.22,49.51,18.0,yes,-122,44919.78,39558.49,5361.290000000001,2.252816020025031,1.0,0.0,1,0,-29.82415519399249,
po-00427,beta_supplies,2023-03-29,2023-04-18,mro,partially delivered,1743,51.04,47.15,160.0,yes,20,88962.72,82182.45,6780.270000000004,9.179575444635686,0.5,50.0,1,0,20.253872633390706,Medium
po-00428,alpha_inc,2023-07-19,2023-07-31,raw materials,delivered,87,100.65,85.56,1.0,yes,12,8756.550000000001,7443.72,1312.8300000000008,1.1494252873563218,1.0,0.0,1,0,3.3448275862068964,Low
po-00429,beta_supplies,2023-12-24,2022-02-13,raw materials,delivered,279,47.52,46.5,28.0,no,-679,13258.080000000002,12973.5,284.58000000000175,10.03584229390681,1.0,0.0,0,100,-146.73924731182797,
po-00430,delta_logistics,2023-03-14,2023-03-25,raw materials,delivered,1438,66.61,58.5,237.0,yes,11,95785.18,84123.0,11662.179999999993,16.481223922114047,1.0,0.0,1,0,7.694367176634214,Low
po-00431,delta_logistics,2023-07-29,2023-07-31,office supplies,partially delivered,612,72.93,63.32,99.0,yes,2,44633.16,38751.840000000004,5881.32,16.176470588235293,0.5,50.0,1,0,17.852941176470587,Medium
po-00432,epsilon_group,2022-01-10,2022-01-21,packaging,pending,487,11.18,10.63,15.0,yes,11,5444.66,5176.81,267.84999999999945,3.0800821355236137,0.3,70.0,1,0,21.174024640657084,Medium
po-00433,epsilon_group,2022-04-25,2022-04-29,packaging,partially delivered,1849,70.76,69.25,51.0,yes,4,130835.24,128043.25,2791.9900000000052,2.758247701460249,0.5,50.0,1,0,14.327474310438074,Medium
po-00434,epsilon_group,2022-03-19,2022-04-01,mro,partially delivered,1356,26.28,25.44,47.0,yes,13,35635.68,34496.64,1139.0400000000009,3.466076696165192,0.5,50.0,1,0,16.78982300884956,Medium
po-00435,delta_logistics,2023-12-09,2023-12-29,raw materials,delivered,76,107.59,96.33,10.0,yes,20,8176.84,7321.08,855.7600000000002,13.157894736842104,1.0,0.0,1,0,8.94736842105263,Low
po-00436,alpha_inc,2022-06-02,2022-06-13,packaging,partially delivered,275,23.96,20.44,0.0,yes,11,6589.0,5621.0,968.0,0.0,0.5,50.0,1,0,15.25,Medium
po-00437,alpha_inc,2023-07-13,2023-07-18,packaging,delivered,1350,51.57,48.07,0.0,yes,5,69619.5,64894.5,4725.0,0.0,1.0,0.0,1,0,1.25,Low
po-00438,alpha_inc,2022-02-06,2022-02-13,mro,delivered,847,17.77,17.39,0.0,yes,7,15051.19,14729.33,321.8600000000006,0.0,1.0,0.0,1,0,1.75,Low
po-00439,gamma_co,2023-01-14,2023-01-27,mro,delivered,1682,105.7,101.3,94.0,yes,13,177787.4,170386.6,7400.799999999988,5.58858501783591,1.0,0.0,1,0,4.9265755053507725,Low
po-00440,epsilon_group,2023-08-20,2023-08-23,electronics,delivered,333,60.44,58.54,8.0,yes,3,20126.52,19493.82,632.7000000000007,2.4024024024024024,1.0,0.0,1,0,1.4707207207207207,Low
po-00441,alpha_inc,2023-07-20,2023-08-02,electronics,cancelled,928,69.31,67.26,20.0,yes,13,64319.68,62417.280000000006,1902.3999999999942,2.1551724137931036,0.0,100.0,1,0,28.896551724137932,High
po-00442,epsilon_group,2022-06-01,2022-06-12,mro,partially delivered,1009,16.44,16.18,0.0,yes,11,16587.960000000003,16325.619999999999,262.3400000000038,0.0,0.5,50.0,1,0,15.25,Medium
po-00443,epsilon_group,2023-03-17,2023-04-03,electronics,pending,1554,82.92,74.82,44.0,yes,17,128857.68000000001,116270.27999999998,12587.400000000023,2.8314028314028317,0.3,70.0,1,0,22.59942084942085,Medium
po-00444,gamma_co,2022-05-11,2022-05-25,packaging,partially delivered,502,29.47,28.94,27.0,yes,14,14793.939999999999,14527.880000000001,266.0599999999977,5.378486055776892,0.5,50.0,1,0,17.613545816733065,Medium
po-00445,delta_logistics,2022-02-12,2022-02-13,mro,delivered,1069,91.28,82.64,0.0,yes,1,97578.32,88342.16,9236.160000000003,0.0,1.0,0.0,1,0,0.25,Low
po-00446,alpha_inc,2022-11-12,2022-11-18,mro,pending,1902,29.89,25.83,41.0,yes,6,56850.78,49128.659999999996,7722.120000000003,2.155625657202944,0.3,70.0,1,0,19.646687697160882,Medium
po-00447,gamma_co,2023-01-09,2022-02-13,raw materials,pending,865,28.79,25.69,47.0,yes,-330,24903.35,22221.850000000002,2681.4999999999964,5.433526011560693,0.3,70.0,1,0,-63.369942196531795,
po-00448,delta_logistics,2022-02-10,2022-02-26,packaging,partially delivered,708,13.36,11.61,0.0,no,16,9458.88,8219.88,1239.0,0.0,0.5,50.0,0,100,36.5,High
po-00449,delta_logistics,2023-01-02,2023-01-07,packaging,delivered,1589,55.64,48.52,0.0,yes,5,88411.96,77098.28,11313.680000000008,0.0,1.0,0.0,1,0,1.25,Low
po-00450,alpha_inc,2022-08-04,2022-08-14,office supplies,delivered,596,62.96,61.88,9.0,yes,10,37524.16,36880.48,643.6800000000003,1.5100671140939599,1.0,0.0,1,0,2.953020134228188,Low
po-00451,epsilon_group,2023-11-30,2023-12-04,office supplies,delivered,1265,17.66,16.97,34.0,yes,4,22339.9,21467.05,872.8500000000022,2.6877470355731226,1.0,0.0,1,0,1.8063241106719368,Low
po-00452,beta_supplies,2022-09-13,2022-10-01,raw materials,delivered,1122,82.99,81.7,118.0,no,18,93114.78,91667.40000000001,1447.37999999999,10.51693404634581,1.0,0.0,0,100,27.655080213903744,High
po-00453,epsilon_group,2023-11-14,2023-12-01,office supplies,delivered,1585,56.38,53.05,0.0,yes,17,89362.3,84084.25,5278.050000000003,0.0,1.0,0.0,1,0,4.25,Low
po-00454,epsilon_group,2022-04-16,2022-04-27,electronics,delivered,66,58.05,50.76,0.0,yes,11,3831.2999999999997,3350.16,481.1399999999999,0.0,1.0,0.0,1,0,2.75,Low
po-00455,beta_supplies,2022-12-29,2023-01-18,mro,delivered,1245,52.4,51.65,118.0,no,20,65238.0,64304.25,933.75,9.477911646586346,1.0,0.0,0,100,27.843373493975903,High
po-00456,delta_logistics,2023-07-28,2023-08-10,electronics,delivered,1293,50.21,47.55,0.0,no,13,64921.53,61482.149999999994,3439.3800000000047,0.0,1.0,0.0,0,100,23.25,Medium
po-00457,beta_supplies,2023-02-21,2023-02-27,packaging,delivered,207,64.29,63.01,25.0,yes,6,13308.03,13043.07,264.96000000000095,12.077294685990339,1.0,0.0,1,0,5.1231884057971016,Low
po-00458,beta_supplies,2023-09-28,2023-10-18,office supplies,delivered,526,26.37,25.32,47.0,yes,20,13870.62,13318.32,552.3000000000011,8.935361216730039,1.0,0.0,1,0,7.680608365019012,Low
po-00459,gamma_co,2022-06-08,2022-06-14,electronics,delivered,1119,27.03,23.82,0.0,yes,6,30246.57,26654.58,3591.989999999998,0.0,1.0,0.0,1,0,1.5,Low
po-00460,gamma_co,2022-08-31,2022-09-02,packaging,delivered,1446,90.63,84.51,77.0,yes,2,131050.98,122201.46,8849.51999999999,5.325034578146611,1.0,0.0,1,0,2.097510373443983,Low
po-00461,gamma_co,2022-06-16,2022-06-24,office supplies,delivered,567,97.53,85.29,21.0,yes,8,55299.51,48359.43,6940.080000000002,3.7037037037037033,1.0,0.0,1,0,3.1111111111111107,Low
po-00462,delta_logistics,2022-07-01,2022-02-13,mro,delivered,148,44.91,40.1,0.0,no,-138,6646.679999999999,5934.8,711.8799999999992,0.0,1.0,0.0,0,100,-14.5,
po-00463,beta_supplies,2023-02-27,2023-03-14,mro,pending,1965,36.6,34.64,195.0,yes,15,71919.0,68067.6,3851.399999999994,9.923664122137405,0.3,70.0,1,0,24.227099236641223,Medium
po-00464,alpha_inc,2022-01-26,2022-02-03,office supplies,pending,1818,67.96,58.98,0.0,yes,8,123551.27999999998,107225.64,16325.639999999985,0.0,0.3,70.0,1,0,19.5,Medium
po-00465,beta_supplies,2022-07-03,2022-07-19,mro,delivered,1110,48.19,45.88,112.0,yes,16,53490.899999999994,50926.8,2564.0999999999913,10.09009009009009,1.0,0.0,1,0,7.027027027027026,Low
po-00466,delta_logistics,2022-12-07,2022-02-13,raw materials,delivered,329,12.96,12.74,48.0,yes,-297,4263.84,4191.46,72.38000000000011,14.58966565349544,1.0,0.0,1,0,-69.87310030395136,
po-00467,gamma_co,2023-02-26,2023-03-17,office supplies,cancelled,1422,25.62,25.18,65.0,yes,19,36431.64,35805.96,625.6800000000003,4.571026722925457,0.0,100.0,1,0,31.121308016877638,High
po-00468,delta_logistics,2023-11-17,2022-02-13,raw materials,delivered,546,82.63,74.77,76.0,no,-642,45115.979999999996,40824.42,4291.559999999998,13.91941391941392,1.0,0.0,0,100,-136.32417582417582,
po-00469,gamma_co,2022-09-12,2022-09-22,office supplies,partially delivered,351,72.08,71.3,20.0,yes,10,25300.079999999998,25026.3,273.77999999999884,5.698005698005698,0.5,50.0,1,0,16.70940170940171,Medium
po-00470,delta_logistics,2022-10-01,2022-10-18,raw materials,partially delivered,230,13.0,12.81,0.0,no,17,2990.0,2946.3,43.69999999999982,0.0,0.5,50.0,0,100,36.75,High
po-00471,alpha_inc,2022-06-13,2022-06-19,mro,delivered,656,30.73,26.26,17.0,yes,6,20158.88,17226.56,2932.3199999999997,2.591463414634146,1.0,0.0,1,0,2.277439024390244,Low
po-00472,gamma_co,2023-12-20,2024-01-09,mro,delivered,1172,34.34,32.09,69.0,yes,20,40246.48,37609.48,2637.0,5.887372013651877,1.0,0.0,1,0,6.766211604095563,Low
po-00473,gamma_co,2022-04-21,2022-04-30,electronics,delivered,749,71.53,70.02,41.0,yes,9,53575.97,52444.979999999996,1130.9900000000052,5.473965287049399,1.0,0.0,1,0,3.89218958611482,Low
po-00474,beta_supplies,2023-01-27,2023-02-12,packaging,delivered,1042,12.48,12.3,88.0,yes,16,13004.16,12816.6,187.5599999999995,8.445297504798464,1.0,0.0,1,0,6.533589251439539,Low
po-00475,delta_logistics,2022-02-09,2022-02-27,raw materials,delivered,1189,19.47,17.15,0.0,no,18,23149.829999999998,20391.35,2758.4799999999996,0.0,1.0,0.0,0,100,24.5,Medium
po-00476,epsilon_group,2023-04-27,2022-02-13,office supplies,delivered,240,88.14,81.9,4.0,yes,-438,21153.6,19656.0,1497.5999999999985,1.6666666666666667,1.0,0.0,1,0,-109.0,
po-00477,epsilon_group,2022-08-16,2022-09-02,mro,delivered,302,26.98,26.47,9.0,yes,17,8147.96,7993.94,154.02000000000044,2.980132450331126,1.0,0.0,1,0,5.144039735099338,Low
po-00478,beta_supplies,2022-07-24,2022-08-03,mro,pending,1030,70.81,61.58,0.0,no,10,72934.3,63427.4,9506.900000000001,0.0,0.3,70.0,0,100,40.0,High
po-00479,delta_logistics,2023-04-17,2023-04-23,office supplies,delivered,977,33.79,32.25,137.0,yes,6,33012.83,31508.25,1504.5800000000017,14.022517911975434,1.0,0.0,1,0,5.70675537359263,Low
po-00480,alpha_inc,2022-12-25,2023-01-11,packaging,delivered,1234,19.99,17.66,25.0,yes,17,24667.66,21792.44,2875.220000000001,2.025931928687196,1.0,0.0,1,0,4.857779578606158,Low
po-00481,beta_supplies,2022-11-09,2022-11-23,office supplies,delivered,1329,33.48,33.06,146.0,yes,14,44494.92,43936.740000000005,558.179999999993,10.985703536493604,1.0,0.0,1,0,6.795711060948081,Low
po-00482,gamma_co,2022-08-22,2022-08-30,raw materials,delivered,1396,77.63,67.81,58.0,yes,8,108371.48,94662.76000000001,13708.719999999987,4.154727793696275,1.0,0.0,1,0,3.2464183381088825,Low
po-00483,alpha_inc,2022-08-17,2022-08-29,raw materials,delivered,177,90.06,87.71,7.0,yes,12,15940.62,15524.669999999998,415.95000000000255,3.954802259887006,1.0,0.0,1,0,4.186440677966102,Low
po-00484,delta_logistics,2022-01-25,2022-02-13,electronics,delivered,67,84.72,73.06,9.0,yes,19,5676.24,4895.02,781.2199999999993,13.432835820895523,1.0,0.0,1,0,8.779850746268657,Low
po-00485,gamma_co,2023-11-07,2023-11-20,office supplies,delivered,1866,50.78,48.2,96.0,yes,13,94755.48,89941.20000000001,4814.279999999984,5.144694533762058,1.0,0.0,1,0,4.793408360128617,Low
po-00486,epsilon_group,2022-07-17,2022-07-25,mro,delivered,1808,72.23,67.86,53.0,yes,8,130591.84000000001,122690.88,7900.960000000006,2.9314159292035398,1.0,0.0,1,0,2.879424778761062,Low
po-00487,delta_logistics,2023-02-13,2023-02-16,electronics,cancelled,615,30.3,29.52,96.0,yes,3,18634.5,18154.8,479.7000000000007,15.609756097560975,0.0,100.0,1,0,30.432926829268293,High
po-00488,gamma_co,2022-12-03,2022-12-04,office supplies,pending,619,38.38,35.02,34.0,yes,1,23757.22,21677.38,2079.84,5.492730210016155,0.3,70.0,1,0,19.397819063004846,Medium
po-00489,delta_logistics,2022-10-13,2022-10-17,office supplies,delivered,1396,94.75,84.06,210.0,yes,4,132271.0,117347.76000000001,14923.23999999999,15.04297994269341,1.0,0.0,1,0,5.512893982808023,Low
po-00490,gamma_co,2022-03-13,2022-03-24,mro,delivered,1945,11.28,9.98,94.0,yes,11,21939.6,19411.100000000002,2528.4999999999964,4.832904884318766,1.0,0.0,1,0,4.1998714652956295,Low
po-00491,delta_logistics,2022-10-13,2022-10-18,packaging,delivered,735,18.49,15.89,113.0,no,5,13590.15,11679.15,1911.0,15.374149659863946,1.0,0.0,0,100,25.862244897959183,High
po-00492,epsilon_group,2022-12-26,2023-01-11,office supplies,pending,1865,30.29,26.83,56.0,yes,16,56490.85,50037.95,6452.9000000000015,3.0026809651474533,0.3,70.0,1,0,22.400804289544237,Medium
po-00493,beta_supplies,2023-10-19,2023-10-24,electronics,cancelled,675,13.69,11.84,52.0,yes,5,9240.75,7992.0,1248.75,7.703703703703704,0.0,100.0,1,0,28.56111111111111,High
po-00494,gamma_co,2023-06-06,2023-06-22,mro,pending,1361,28.57,24.29,65.0,yes,16,38883.77,33058.69,5825.0799999999945,4.775900073475386,0.3,70.0,1,0,22.932770022042614,Medium
po-00495,gamma_co,2023-02-14,2023-02-15,raw materials,delivered,903,66.53,60.15,29.0,yes,1,60076.590000000004,54315.45,5761.140000000007,3.211517165005537,1.0,0.0,1,0,1.213455149501661,Low
po-00496,epsilon_group,2023-11-27,2022-02-13,packaging,cancelled,1736,53.2,50.68,48.0,yes,-652,92355.20000000001,87980.48,4374.720000000016,2.7649769585253456,0.0,100.0,1,0,-137.1705069124424,
po-00497,beta_supplies,2023-07-04,2023-07-11,mro,delivered,1011,98.47,97.06,91.0,yes,7,99553.17,98127.66,1425.5099999999948,9.000989119683481,1.0,0.0,1,0,4.450296735905044,Low
po-00498,delta_logistics,2022-12-06,2022-12-24,electronics,delivered,1712,88.17,85.86,246.0,yes,18,150947.04,146992.32,3954.720000000001,14.369158878504674,1.0,0.0,1,0,8.810747663551403,Low
po-00499,gamma_co,2022-01-29,2022-02-13,office supplies,delivered,204,40.76,37.46,10.0,yes,15,8315.039999999999,7641.84,673.1999999999989,4.901960784313726,1.0,0.0,1,0,5.220588235294118,Low
po-00500,beta_supplies,2022-04-29,2022-05-13,electronics,partially delivered,539,33.85,30.57,34.0,no,14,18245.15,16477.23,1767.920000000002,6.307977736549166,0.5,50.0,0,100,37.89239332096475,High
po-00501,delta_logistics,2022-09-25,2022-10-05,office supplies,delivered,1459,45.94,42.56,212.0,no,10,67026.45999999999,62095.04,4931.419999999991,14.530500342700481,1.0,0.0,0,100,26.859150102810144,High
po-00502,gamma_co,2022-07-02,2022-07-06,mro,delivered,834,65.02,56.19,0.0,yes,4,54226.68,46862.46,7364.220000000001,0.0,1.0,0.0,1,0,1.0,Low
po-00503,gamma_co,2023-08-18,2023-09-01,packaging,partially delivered,1177,37.37,34.27,60.0,yes,14,43984.49,40335.79,3648.699999999997,5.097706032285472,0.5,50.0,1,0,17.52931180968564,Medium
po-00504,delta_logistics,2022-09-29,2022-10-19,mro,delivered,1466,68.82,66.82,211.0,yes,20,100890.12,97958.12,2932.0,14.392905866302867,1.0,0.0,1,0,9.31787175989086,Low
po-00505,epsilon_group,2022-02-09,2022-02-13,electronics,delivered,1884,47.08,44.31,54.0,yes,4,88698.72,83480.04000000001,5218.679999999993,2.8662420382165608,1.0,0.0,1,0,1.8598726114649682,Low
po-00506,beta_supplies,2022-04-22,2022-05-08,electronics,delivered,295,60.58,57.32,31.0,yes,16,17871.1,16909.4,961.6999999999971,10.508474576271185,1.0,0.0,1,0,7.1525423728813555,Low
po-00507,gamma_co,2023-09-03,2023-09-04,raw materials,delivered,1249,54.18,47.29,59.0,yes,1,67670.81999999999,59065.21,8605.609999999993,4.723779023218575,1.0,0.0,1,0,1.6671337069655725,Low
po-00508,delta_logistics,2023-03-21,2023-04-09,raw materials,delivered,1112,39.06,33.6,184.0,no,19,43434.72,37363.200000000004,6071.519999999997,16.546762589928058,1.0,0.0,0,100,29.714028776978417,High
po-00509,gamma_co,2022-12-20,2022-12-25,office supplies,delivered,1550,100.61,97.43,66.0,yes,5,155945.5,151016.5,4929.0,4.258064516129032,1.0,0.0,1,0,2.5274193548387096,Low
po-00510,delta_logistics,2022-11-18,2022-11-19,electronics,delivered,1755,82.66,73.67,258.0,no,1,145068.3,129290.85,15777.449999999983,14.700854700854702,1.0,0.0,0,100,24.66025641025641,Medium
po-00511,gamma_co,2023-03-23,2023-03-31,raw materials,delivered,808,24.19,21.64,39.0,yes,8,19545.52,17485.12,2060.4000000000015,4.826732673267327,1.0,0.0,1,0,3.448019801980198,Low
po-00512,alpha_inc,2023-09-13,2023-09-19,raw materials,partially delivered,587,96.98,95.35,14.0,yes,6,56927.26,55970.45,956.810000000005,2.385008517887564,0.5,50.0,1,0,14.71550255536627,Medium
po-00513,epsilon_group,2023-06-08,2023-06-11,mro,delivered,1940,58.45,50.29,54.0,yes,3,113393.0,97562.59999999999,15830.400000000009,2.7835051546391756,1.0,0.0,1,0,1.5850515463917527,Low
po-00514,beta_supplies,2022-04-29,2022-05-11,office supplies,cancelled,1891,91.87,80.28,158.0,yes,12,173726.17,151809.48,21916.690000000002,8.355367530407191,0.0,100.0,1,0,30.506610259122155,High
po-00515,epsilon_group,2023-01-30,2023-02-16,packaging,delivered,970,86.91,78.44,18.0,yes,17,84302.7,76086.8,8215.899999999994,1.8556701030927836,1.0,0.0,1,0,4.806701030927835,Low
po-00516,epsilon_group,2023-08-14,2023-08-31,mro,delivered,457,52.85,50.34,16.0,yes,17,24152.45,23005.38,1147.0699999999997,3.50109409190372,1.0,0.0,1,0,5.300328227571116,Low
po-00517,beta_supplies,2022-07-14,2022-07-27,office supplies,cancelled,574,12.38,11.47,0.0,no,13,7106.120000000001,6583.780000000001,522.3400000000001,0.0,0.0,100.0,0,100,48.25,High
po-00518,epsilon_group,2022-09-18,2022-09-20,office supplies,delivered,877,35.55,34.69,24.0,yes,2,31177.35,30423.129999999997,754.2200000000012,2.7366020524515395,1.0,0.0,1,0,1.3209806157354618,Low
po-00519,alpha_inc,2022-02-15,2022-02-27,mro,delivered,1579,59.04,50.95,29.0,yes,12,93224.16,80450.05,12774.11,1.8366054464851171,1.0,0.0,1,0,3.5509816339455353,Low
po-00520,delta_logistics,2023-12-27,2023-12-28,raw materials,delivered,952,74.72,69.73,0.0,yes,1,71133.44,66382.96,4750.479999999996,0.0,1.0,0.0,1,0,0.25,Low
po-00521,beta_supplies,2023-03-23,2023-03-26,raw materials,pending,1898,35.53,33.25,187.0,yes,3,67435.94,63108.5,4327.440000000002,9.852476290832456,0.3,70.0,1,0,21.205742887249738,Medium
po-00522,delta_logistics,2022-01-02,2022-01-06,packaging,delivered,85,22.54,20.68,6.0,yes,4,1915.8999999999999,1757.8,158.0999999999999,7.0588235294117645,1.0,0.0,1,0,3.1176470588235294,Low
po-00523,gamma_co,2023-06-17,2023-06-28,packaging,pending,734,92.38,78.92,34.0,no,11,67806.92,57927.28,9879.64,4.632152588555858,0.3,70.0,0,100,41.63964577656676,High
po-00524,alpha_inc,2023-07-06,2023-07-18,office supplies,delivered,69,107.47,105.53,0.0,yes,12,7415.43,7281.57,133.86000000000058,0.0,1.0,0.0,1,0,3.0,Low
po-00525,delta_logistics,2023-12-05,2023-12-11,packaging,delivered,370,63.9,55.79,59.0,yes,6,23643.0,20642.3,3000.7000000000007,15.945945945945947,1.0,0.0,1,0,6.283783783783784,Low
po-00526,delta_logistics,2023-11-18,2023-12-03,mro,delivered,1849,28.25,27.53,271.0,yes,15,52234.25,50902.97,1331.2799999999988,14.656571119524067,1.0,0.0,1,0,8.14697133585722,Low
po-00527,beta_supplies,2022-07-21,2022-02-13,packaging,delivered,561,35.54,30.99,68.0,no,-158,19937.94,17385.39,2552.5499999999993,12.121212121212121,1.0,0.0,0,100,-15.863636363636367,
po-00528,gamma_co,2023-01-08,2023-01-14,electronics,delivered,449,12.35,10.67,29.0,yes,6,5545.15,4790.83,754.3199999999997,6.45879732739421,1.0,0.0,1,0,3.437639198218263,Low
po-00529,beta_supplies,2023-03-18,2023-03-21,office supplies,delivered,703,98.75,86.78,59.0,yes,3,69421.25,61006.340000000004,8414.909999999996,8.392603129445234,1.0,0.0,1,0,3.26778093883357,Low
po-00530,gamma_co,2022-03-13,2022-03-28,electronics,delivered,1021,20.8,18.23,37.0,yes,15,21236.8,18612.83,2623.9699999999975,3.623898139079334,1.0,0.0,1,0,4.8371694417238,Low
po-00531,beta_supplies,2023-11-12,2023-11-19,office supplies,delivered,1956,68.69,65.09,0.0,yes,7,134357.63999999998,127316.04000000001,7041.599999999977,0.0,1.0,0.0,1,0,1.75,Low
po-00532,delta_logistics,2022-12-05,2022-12-12,office supplies,partially delivered,520,36.57,34.78,67.0,no,7,19016.4,18085.600000000002,930.7999999999993,12.884615384615383,0.5,50.0,0,100,38.11538461538461,High
po-00533,delta_logistics,2023-10-01,2023-10-12,mro,delivered,1216,66.16,63.0,179.0,no,11,80450.56,76608.0,3842.5599999999977,14.720394736842104,1.0,0.0,0,100,27.16611842105263,High
po-00534,alpha_inc,2022-11-18,2022-02-13,raw materials,delivered,1165,72.06,63.93,0.0,yes,-278,83949.90000000001,74478.45,9471.450000000012,0.0,1.0,0.0,1,0,-69.5,
po-00535,delta_logistics,2023-11-11,2023-11-29,packaging,pending,1427,93.99,83.6,213.0,yes,18,134123.72999999998,119297.2,14826.529999999984,14.926419060967064,0.3,70.0,1,0,26.47792571829012,High
po-00536,epsilon_group,2022-05-08,2022-05-10,electronics,delivered,883,29.15,25.75,14.0,yes,2,25739.449999999997,22737.25,3002.199999999997,1.5855039637599093,1.0,0.0,1,0,0.9756511891279728,Low
po-00537,delta_logistics,2022-11-04,2022-11-11,packaging,partially delivered,1873,11.54,9.89,284.0,no,7,21614.42,18523.97,3090.449999999997,15.162840363053926,0.5,50.0,0,100,38.79885210891618,High
